,,,,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,0,0,0,7,8,0,6,7,5,0,1,1,22,1,7,12.5
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,3,0,0,10,5,1,2,10,8,0,0,0,29,14,15,48.3
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,0,0,0,1,0,0,3,0,4,0,0,0,3,0,1,0.0
FRA-Ligue 1,2425,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,2,0,0,1,7,0,0,1,0,0,1,0,11,2,1,66.7
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,0,0,0,3,2,0,7,1,8,0,0,0,22,7,10,41.2
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,0,0,0,1,4,0,6,1,3,0,0,0,8,2,3,40.0
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,27,1997,25.6,8,0,0,42,36,0,10,32,42,0,1,0,111,23,35,39.7
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,0,0,0,2,2,1,11,2,4,0,0,1,8,6,4,60.0
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,1,0,0,2,3,1,13,1,2,0,0,0,13,1,4,20.0
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,1,0,0,7,1,0,0,6,5,0,0,0,8,3,0,100.0
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,1,0,0,2,3,2,3,4,1,0,0,0,7,4,7,36.4
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,5,1,0,34,15,0,9,25,17,0,3,1,91,51,27,65.4
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,2,0,0,14,6,0,9,8,12,0,0,0,20,9,3,75.0
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,1,0,0,3,6,0,0,3,1,0,0,0,13,7,3,70.0
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,3,0,0,51,38,1,16,18,33,0,0,0,89,20,18,52.6
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,5,0,0,23,11,1,37,13,31,0,0,0,54,21,21,50.0
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,1,0,0,10,12,0,6,8,18,0,0,0,43,4,5,44.4
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,3,2,0,30,17,0,28,11,21,0,0,0,42,17,13,56.7
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,3,0,0,34,53,5,30,4,5,0,0,0,83,64,76,45.7
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,26,1997,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40.0
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,2,0,0,11,51,9,222,12,14,1,0,0,118,10,38,20.8
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,3,0,0,32,36,5,4,10,9,1,0,0,50,57,49,53.8
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,6,0,0,17,17,0,1,23,22,0,0,0,63,28,25,52.8
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,3,1,0,14,12,2,27,25,41,1,0,0,62,15,16,48.4
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,9,0,0,22,11,0,7,28,27,0,1,1,96,20,16,55.6
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,6,0,0,25,16,0,19,19,29,0,0,0,116,10,14,41.7
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,100.0
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,1,0,0,7,5,0,0,13,11,0,2,0,32,13,18,41.9
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,3,0,0,13,17,2,130,9,6,0,0,0,66,7,17,29.2
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,1,0,0,6,3,2,2,6,8,0,0,0,34,15,12,55.6
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,2,0,0,27,14,5,51,20,25,0,0,0,72,22,14,61.1
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,2,0,0,13,17,2,33,11,4,0,0,0,44,2,16,11.1
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,1,0,0,16,20,0,3,18,10,0,1,0,49,24,13,64.9
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,40,1983,21.8,5,1,0,19,14,0,2,34,15,0,0,0,112,41,21,66.1
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,2,0,0,45,64,10,36,15,29,1,0,0,98,26,36,41.9
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,1,0,0,29,18,8,27,6,13,1,0,0,49,48,47,50.5
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,9,0,0,41,51,3,17,22,52,1,0,0,175,16,34,32.0
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,0,0,0,0,2,0,0,3,1,0,0,0,4,0,1,0.0
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,0,0,0,1,17,5,21,3,5,0,0,0,44,3,4,42.9
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,7,0,0,26,12,1,190,48,35,1,0,0,114,16,11,59.3
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,24,1999,34.0,0,0,0,0,5,0,0,0,0,0,0,0,62,8,0,100.0
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,4,2,1,17,22,2,60,29,36,0,0,0,124,24,20,54.5
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,2,0,0,9,10,0,2,15,14,0,0,0,50,31,19,62.0
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,2,0,0,12,41,9,51,5,9,0,0,0,69,13,27,32.5
FRA-Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,0,0,0,3,1,0,4,4,3,0,0,0,10,1,2,33.3
FRA-Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,3,1,1,28,13,0,2,18,25,0,1,1,97,48,52,48.0
FRA-Ligue 1,2425,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,6,1,0,24,10,0,3,31,20,0,0,0,60,24,16,60.0
FRA-Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,
FRA-Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,3,0,0,17,19,3,33,17,16,0,0,0,73,3,8,27.3
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,2,0,0,10,28,0,3,14,23,0,0,0,67,3,10,23.1
FRA-Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999,0.6,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,75.0
FRA-Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,1,0,0,8,9,0,35,18,17,0,0,0,36,11,3,78.6
FRA-Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,20.0
FRA-Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,0,0,0,6,2,0,4,4,1,0,1,0,8,3,1,75.0
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,5,0,0,19,13,0,2,21,21,1,0,0,114,37,28,56.9
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,0,0,0,1,4,5,1,0,2,0,0,0,14,2,0,100.0
FRA-Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,4,0,0,19,25,8,80,31,36,0,0,0,136,9,12,42.9
FRA-Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
FRA-Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,1,0,0,2,3,0,0,1,1,0,0,0,11,1,4,20.0
FRA-Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,2,0,0,30,22,7,25,19,17,0,0,0,67,14,7,66.7
FRA-Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,1,0,0,28,44,1,78,13,30,2,0,0,93,8,10,44.4
FRA-Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,1,0,0,6,10,5,27,16,24,0,0,0,135,5,8,38.5
FRA-Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,2,0,0,0,3,0,0,0,1,0,0,0,40,4,0,100.0
FRA-Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23,2001,11.8,1,0,0,8,11,9,1,0,6,1,0,0,18,20,15,57.1
FRA-Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,3.8,0,0,0,6,3,1,5,2,2,0,0,0,10,2,4,33.3
FRA-Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",19,2004,20.5,1,0,0,17,33,3,15,23,31,0,0,0,123,21,12,63.6
FRA-Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,0,0,0,12,18,0,33,2,13,0,0,0,27,3,5,37.5
FRA-Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,1,0,0,21,28,1,94,3,17,0,0,0,73,5,10,33.3
FRA-Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,22.3,6,0,0,22,9,1,3,21,31,0,1,0,115,45,21,68.2
FRA-Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,28,1996,9.7,2,0,0,9,9,0,2,7,18,0,0,1,45,13,6,68.4
FRA-Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3
FRA-Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,30,1994,19.2,3,0,0,18,7,1,3,11,19,0,1,0,103,32,17,65.3
FRA-Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,25,1999,9.8,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,
FRA-Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,29,1995,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3
FRA-Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,17,2007,0.8,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,100.0
FRA-Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22,2002,18.6,3,0,0,13,23,1,60,18,19,1,1,0,108,15,11,57.7
FRA-Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,19.2,1,0,0,8,14,9,80,9,5,1,0,0,39,4,6,40.0
FRA-Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
FRA-Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0
FRA-Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,18,2006,9.0,1,0,0,20,18,0,9,5,16,0,0,0,32,1,10,9.1
FRA-Ligue 1,2425,Paris S-G,Vitinha,POR,MF,24,2000,22.7,1,0,0,9,12,0,21,14,23,0,0,0,144,1,5,16.7
FRA-Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,22.8,3,0,0,25,19,1,9,23,26,0,0,0,136,9,14,39.1
FRA-Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,22,2001,23.7,2,0,0,20,7,0,0,40,32,0,0,0,119,29,26,52.7
FRA-Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",18,2006,2.0,0,0,0,2,0,0,4,2,6,0,0,0,5,1,1,50.0
FRA-Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,19,2005,1.5,0,0,0,3,3,0,0,1,3,0,0,0,7,2,0,100.0
FRA-Ligue 1,2425,Reims,Amadou Koné,MLI,MF,19,2005,14.4,3,1,0,19,52,0,3,19,32,0,1,0,79,22,22,50.0
FRA-Ligue 1,2425,Reims,Amine Salama,FRA,FW,24,2000,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40.0
FRA-Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",17,2006,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5
FRA-Ligue 1,2425,Reims,Aurélio Buta,POR,DF,27,1997,21.9,5,0,0,32,27,3,32,22,24,0,1,0,69,12,15,44.4
FRA-Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,27,1996,24.3,4,2,0,24,12,1,12,32,30,0,1,0,73,41,24,63.1
FRA-Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",17,2006,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,
FRA-Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27,1997,14.0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1
FRA-Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",18,2005,0.9,1,0,0,1,0,0,0,0,1,0,0,0,4,3,1,75.0
FRA-Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,18,2005,4.3,2,1,1,12,2,3,1,2,2,0,0,0,14,8,23,25.8
FRA-Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,21,2002,9.9,1,0,0,4,7,0,21,5,7,0,0,0,21,11,11,50.0
FRA-Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Reims,John Joe,IRL,MF,20,2003,6.1,0,0,0,14,13,0,5,6,15,0,0,0,31,10,13,43.5
FRA-Ligue 1,2425,Reims,Jordan Pefok,USA,FW,28,1996,4.2,0,0,0,11,8,3,1,2,2,0,0,0,7,10,10,50.0
FRA-Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27,1997,18.8,5,1,1,15,15,0,5,25,15,0,2,0,94,35,20,63.6
FRA-Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",31,1993,29.9,1,0,0,14,34,10,234,13,30,0,0,0,135,17,28,37.8
FRA-Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24,2000,29.4,5,0,0,29,8,10,56,13,16,0,0,0,116,7,14,33.3
FRA-Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,19,2005,1.2,0,0,0,1,0,0,0,3,0,0,0,0,3,4,4,50.0
FRA-Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",18,2005,9.5,2,0,0,5,22,0,33,4,8,1,0,0,38,1,13,7.1
FRA-Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28,1996,18.8,5,0,0,28,31,2,11,17,18,0,0,0,72,41,48,46.1
FRA-Ligue 1,2425,Reims,Martin Adeline,FRA,MF,20,2003,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
FRA-Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
FRA-Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,22,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
FRA-Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",23,2000,12.5,2,0,0,12,3,0,2,18,11,0,0,0,49,15,9,62.5
FRA-Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",18,2006,12.9,3,0,0,9,8,0,16,8,9,0,0,0,64,6,12,33.3
FRA-Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",18,2005,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25.0
FRA-Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,20,2003,18.1,6,0,0,27,25,11,7,3,13,0,0,0,59,25,59,29.8
FRA-Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23,2001,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,
FRA-Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,26,1997,28.0,5,0,0,25,21,1,94,17,23,0,0,0,109,19,26,42.2
FRA-Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,30,1993,8.3,1,0,0,11,7,2,44,12,10,0,0,0,42,4,8,33.3
FRA-Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26,1998,2.1,0,0,0,1,2,0,0,4,4,0,0,0,6,1,1,50.0
FRA-Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,18,2005,31.7,7,0,0,57,50,8,17,37,50,0,0,0,117,47,34,58.0
FRA-Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004,7.0,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6
FRA-Ligue 1,2425,Reims,Yehvann Diouf,SEN,GK,24,1999,34.0,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100.0
FRA-Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",22,2001,30.6,3,0,0,25,34,4,145,27,36,0,0,0,139,27,27,50.0
FRA-Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",23,2001,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7
FRA-Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24,2000,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0
FRA-Ligue 1,2425,Rennes,Amine Gouiri,ALG,"MF,FW",24,2000,11.5,2,0,0,18,12,4,12,2,6,0,0,0,40,8,15,34.8
FRA-Ligue 1,2425,Rennes,Anthony Rouault,FRA,DF,23,2001,10.8,3,0,0,7,1,1,0,8,8,0,0,0,48,28,15,65.1
FRA-Ligue 1,2425,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",22,2002,28.6,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2
FRA-Ligue 1,2425,Rennes,Ayanda Sishuba,BEL,FW,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Rennes,Azor Matusiwa,NED,MF,26,1998,23.1,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9
FRA-Ligue 1,2425,Rennes,Baptiste Santamaria,FRA,MF,29,1995,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0
FRA-Ligue 1,2425,Rennes,Benjamin Bourigeaud,FRA,MF,30,1994,0.9,0,0,0,0,0,0,6,2,0,0,0,0,4,2,2,50.0
FRA-Ligue 1,2425,Rennes,Brice Samba,FRA,GK,30,1994,17.0,3,0,0,0,1,0,0,0,1,0,0,0,25,5,0,100.0
FRA-Ligue 1,2425,Rennes,Carlos Gómez,COL,"MF,DF",21,2002,4.2,1,0,0,11,2,2,19,2,6,0,0,0,16,2,6,25.0
FRA-Ligue 1,2425,Rennes,Christopher Wooh,CMR,DF,22,2001,16.2,6,1,0,33,8,0,0,23,19,0,1,1,53,42,18,70.0
FRA-Ligue 1,2425,Rennes,Djaoui Cissé,FRA,MF,20,2004,12.5,4,0,0,25,14,0,3,13,18,0,0,0,78,4,13,23.5
FRA-Ligue 1,2425,Rennes,Gauthier Gallon,FRA,GK,31,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Rennes,Glen Kamara,FIN,MF,28,1995,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0
FRA-Ligue 1,2425,Rennes,Hans Hateboer,NED,DF,30,1994,18.7,3,0,0,20,10,2,33,29,16,0,0,0,62,42,24,63.6
FRA-Ligue 1,2425,Rennes,Henrik Meister,DEN,FW,20,2003,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
FRA-Ligue 1,2425,Rennes,Ismaël Koné,CAN,MF,22,2002,5.2,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0
FRA-Ligue 1,2425,Rennes,Jordan James,WAL,MF,20,2004,13.1,4,0,0,26,15,1,34,14,19,0,0,0,54,10,7,58.8
FRA-Ligue 1,2425,Rennes,Jota,POR,"FW,MF",25,1999,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0
FRA-Ligue 1,2425,Rennes,Jérémy Jacquet,FRA,DF,19,2005,10.3,0,0,0,13,6,0,3,27,17,0,0,0,41,19,10,65.5
FRA-Ligue 1,2425,Rennes,Kazeem Olaigbe,BEL,"MF,FW",21,2003,3.3,0,0,0,6,1,2,10,0,4,0,0,0,13,0,1,0.0
FRA-Ligue 1,2425,Rennes,Kyogo Furuhashi,JPN,FW,29,1995,1.4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3
FRA-Ligue 1,2425,Rennes,Leo Skiri Østigård,NOR,DF,24,1999,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1
FRA-Ligue 1,2425,Rennes,Lilian Brassier,FRA,DF,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
FRA-Ligue 1,2425,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000,26.2,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3
FRA-Ligue 1,2425,Rennes,Ludovic Blas,FRA,"MF,FW",26,1997,25.5,6,0,0,31,54,1,124,13,25,1,0,0,88,11,37,22.9
FRA-Ligue 1,2425,Rennes,Mahamadou Nagida,CMR,DF,19,2005,4.8,1,0,0,5,12,0,29,9,6,0,0,0,37,5,11,31.3
FRA-Ligue 1,2425,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004,7.6,1,1,0,10,6,0,1,12,12,0,1,0,41,14,9,60.9
FRA-Ligue 1,2425,Rennes,Mohamed Meité,FRA,FW,16,2007,6.0,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7
FRA-Ligue 1,2425,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997,6.3,1,0,0,4,11,4,6,2,1,1,0,0,17,2,9,18.2
FRA-Ligue 1,2425,Rennes,Naouirou Ahamada,FRA,"MF,FW",22,2002,0.6,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0
FRA-Ligue 1,2425,Rennes,Seko Fofana,CIV,MF,29,1995,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70.0
FRA-Ligue 1,2425,Rennes,Steve Mandanda,FRA,GK,39,1985,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0
FRA-Ligue 1,2425,Saint-Étienne,Aimen Moueffek,FRA,MF,23,2001,11.5,2,0,0,20,7,3,4,5,12,0,0,0,59,9,17,34.6
FRA-Ligue 1,2425,Saint-Étienne,Anthony Briançon,FRA,DF,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",23,2000,8.1,5,0,0,19,7,3,5,6,3,0,0,0,27,5,14,26.3
FRA-Ligue 1,2425,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19,2005,1.4,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0
FRA-Ligue 1,2425,Saint-Étienne,Ben Old,NZL,"FW,MF",21,2002,5.9,0,0,0,4,10,0,19,2,5,0,0,0,24,1,5,16.7
FRA-Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,MAR,MF,22,2001,19.7,6,0,0,15,42,0,9,17,27,0,1,0,119,6,17,26.1
FRA-Ligue 1,2425,Saint-Étienne,Beres Owusu,FRA,DF,20,2003,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0
FRA-Ligue 1,2425,Saint-Étienne,Dennis Appiah,FRA,DF,32,1992,23.6,2,0,0,37,9,2,52,29,43,0,2,0,90,27,31,46.6
FRA-Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,FRA,FW,15,2008,2.0,0,0,0,1,2,0,0,0,4,0,0,0,4,4,7,36.4
FRA-Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,COD,DF,28,1996,22.4,3,1,0,24,13,0,1,39,13,0,3,1,76,45,17,72.6
FRA-Ligue 1,2425,Saint-Étienne,Florian Tardieu,FRA,MF,32,1992,13.9,0,0,0,10,14,1,24,15,14,0,1,0,83,14,8,63.6
FRA-Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,FRA,GK,27,1997,34.0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6
